Date,Product Name,Category,Opening Stock,Purchases,Sales,Returns,Stock Adjustments,Closing Stock,Revenue,Costs,Profit
05-07-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,7,0,0,0,0,7,0,0,0
06-07-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,7,46,41,8,-5,15,34850,16100,18750
07-07-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,15,0,10,8,-3,10,8500,0,8500
08-07-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,10,0,4,2,-5,3,3400,0,3400
09-07-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,3,0,2,0,-4,0,1700,0,1700
10-07-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,0,0,0,4,-5,0,0,0,0
11-07-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,0,0,0,1,-5,0,0,0,0
12-07-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,0,0,0,0,0,0,0,0,0
13-07-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,0,27,20,4,0,11,17000,9450,7550
14-07-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,11,0,4,2,1,10,3400,0,3400
15-07-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,10,0,1,0,-3,6,850,0,850
16-07-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,6,0,0,0,0,6,0,0,0
17-07-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,6,0,0,0,0,6,0,0,0
18-07-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,6,0,1,3,0,8,850,0,850
19-07-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,8,0,0,0,0,8,0,0,0
20-07-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,8,0,5,4,2,9,4250,0,4250
21-07-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,9,0,1,5,3,16,850,0,850
22-07-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,16,0,0,0,0,16,0,0,0
23-07-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,16,0,16,4,0,4,13600,0,13600
24-07-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,4,51,15,0,3,43,12750,17850,-5100
25-07-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,43,0,8,2,-4,33,6800,0,6800
26-07-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,33,0,0,0,0,33,0,0,0
27-07-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,33,0,0,0,0,33,0,0,0
28-07-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,33,0,24,0,4,13,20400,0,20400
29-07-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,13,0,13,9,1,10,11050,0,11050
30-07-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,10,0,0,0,0,10,0,0,0
31-07-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,10,0,0,0,0,10,0,0,0
01-08-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,10,89,59,7,1,48,50150,31150,19000
02-08-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,48,0,0,0,0,48,0,0,0
03-08-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,48,0,33,2,2,19,28050,0,28050
04-08-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,19,0,11,2,-5,5,9350,0,9350
05-08-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,5,0,4,6,-3,4,3400,0,3400
06-08-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,4,0,1,0,0,3,850,0,850
07-08-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,3,0,3,7,2,9,2550,0,2550
08-08-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,9,0,0,7,2,18,0,0,0
09-08-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,18,0,0,0,0,18,0,0,0
10-08-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,18,0,13,9,-3,11,11050,0,11050
11-08-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,11,0,4,4,-3,8,3400,0,3400
12-08-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,8,0,0,0,0,8,0,0,0
13-08-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,8,25,7,5,1,32,5950,8750,-2800
14-08-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,32,0,0,0,0,32,0,0,0
15-08-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,32,0,25,5,2,14,21250,0,21250
16-08-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,14,0,0,0,0,14,0,0,0
17-08-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,14,0,3,0,0,11,2550,0,2550
18-08-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,11,0,6,2,-1,6,5100,0,5100
19-08-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,6,0,4,4,0,6,3400,0,3400
20-08-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,6,0,3,5,0,8,2550,0,2550
21-08-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,8,59,19,1,4,53,16150,20650,-4500
22-08-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,53,0,48,9,0,14,40800,0,40800
23-08-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,14,0,0,0,0,14,0,0,0
24-08-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,14,0,1,1,-1,13,850,0,850
25-08-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,13,0,3,2,1,13,2550,0,2550
26-08-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,13,0,1,7,0,19,850,0,850
27-08-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,19,0,16,2,-3,2,13600,0,13600
28-08-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,2,27,1,3,3,34,850,9450,-8600
29-08-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,34,0,22,7,3,22,18700,0,18700
30-08-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,22,0,0,0,0,22,0,0,0
31-08-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,22,0,19,4,-5,2,16150,0,16150
01-09-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,2,0,0,1,-3,0,0,0,0
02-09-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,0,0,0,8,4,12,0,0,0
03-09-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,12,0,1,9,-4,16,850,0,850
04-09-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,16,0,8,0,-2,6,6800,0,6800
05-09-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,6,0,5,8,-4,5,4250,0,4250
06-09-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,5,0,0,0,0,5,0,0,0
07-09-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,5,0,2,7,4,14,1700,0,1700
08-09-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,14,36,45,5,1,11,38250,12600,25650
09-09-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,11,0,11,9,3,12,9350,0,9350
10-09-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,12,0,12,5,1,6,10200,0,10200
11-09-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,6,0,1,9,2,16,850,0,850
12-09-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,16,0,0,0,0,16,0,0,0
13-09-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,16,0,0,0,0,16,0,0,0
14-09-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,16,0,0,0,0,16,0,0,0
15-09-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,16,36,16,3,-5,34,13600,12600,1000
16-09-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,34,0,21,8,1,22,17850,0,17850
17-09-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,22,0,0,0,0,22,0,0,0
18-09-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,22,0,1,4,3,28,850,0,850
19-09-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,28,0,13,6,1,22,11050,0,11050
20-09-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,22,0,0,0,0,22,0,0,0
21-09-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,22,0,10,0,2,14,8500,0,8500
22-09-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,14,0,0,1,0,15,0,0,0
23-09-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,15,0,11,5,-4,5,9350,0,9350
24-09-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,5,0,0,4,-3,6,0,0,0
25-09-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,6,0,1,3,-3,5,850,0,850
26-09-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,5,23,26,2,-2,2,22100,8050,14050
27-09-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,2,0,0,0,0,2,0,0,0
28-09-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,2,0,0,8,-2,8,0,0,0
29-09-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,8,0,4,8,2,14,3400,0,3400
30-09-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,14,0,7,0,4,11,5950,0,5950
01-10-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,11,0,7,8,1,13,5950,0,5950
02-10-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,13,0,8,2,-2,5,6800,0,6800
03-10-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,5,0,5,4,4,8,4250,0,4250
04-10-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,8,0,0,0,0,8,0,0,0
05-10-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,8,27,15,1,3,24,12750,9450,3300
06-10-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,24,0,19,7,3,15,16150,0,16150
07-10-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,15,0,3,2,4,18,2550,0,2550
08-10-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,18,0,18,5,2,7,15300,0,15300
09-10-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,7,0,3,9,0,13,2550,0,2550
10-10-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,13,0,0,3,-5,11,0,0,0
11-10-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,11,0,0,0,0,11,0,0,0
12-10-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,11,0,5,7,2,15,4250,0,4250
13-10-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,15,0,3,7,-5,14,2550,0,2550
14-10-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,14,64,45,2,-3,32,38250,22400,15850
15-10-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,32,0,0,0,0,32,0,0,0
16-10-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,32,0,26,3,-3,6,22100,0,22100
17-10-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,6,0,5,1,4,6,4250,0,4250
18-10-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,6,0,0,0,0,6,0,0,0
19-10-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,6,0,0,8,2,16,0,0,0
20-10-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,16,0,14,2,4,8,11900,0,11900
21-10-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,8,82,76,4,4,22,64600,28700,35900
22-10-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,22,0,4,4,1,23,3400,0,3400
23-10-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,23,0,14,8,-4,13,11900,0,11900
24-10-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,13,0,0,0,0,13,0,0,0
25-10-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,13,0,0,0,0,13,0,0,0
26-10-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,13,0,2,5,-2,14,1700,0,1700
27-10-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,14,0,14,8,4,12,11900,0,11900
28-10-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,12,0,8,2,3,9,6800,0,6800
29-10-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,9,0,9,7,4,11,7650,0,7650
30-10-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,11,0,3,8,2,18,2550,0,2550
31-10-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,18,0,6,9,0,21,5100,0,5100
01-11-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,21,0,0,0,0,21,0,0,0
02-11-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,21,23,36,2,-4,6,30600,8050,22550
03-11-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,6,0,1,5,-1,9,850,0,850
04-11-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,9,0,6,9,-2,10,5100,0,5100
05-11-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,10,0,6,8,0,12,5100,0,5100
06-11-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,12,0,10,3,3,8,8500,0,8500
07-11-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,8,0,5,3,-5,1,4250,0,4250
08-11-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,1,0,0,0,0,1,0,0,0
09-11-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,1,0,0,0,0,1,0,0,0
10-11-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,1,0,1,1,-5,0,850,0,850
11-11-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,0,97,48,9,1,59,40800,33950,6850
12-11-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,59,0,50,7,1,17,42500,0,42500
13-11-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,17,0,9,4,-5,7,7650,0,7650
14-11-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,7,0,0,0,0,7,0,0,0
15-11-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,7,0,0,0,0,7,0,0,0
16-11-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,7,0,4,6,3,12,3400,0,3400
17-11-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,12,0,4,5,-3,10,3400,0,3400
18-11-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,10,0,2,9,-4,13,1700,0,1700
19-11-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,13,35,29,0,3,22,24650,12250,12400
20-11-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,22,0,9,8,2,23,7650,0,7650
21-11-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,23,0,5,7,-3,22,4250,0,4250
22-11-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,22,0,0,0,0,22,0,0,0
23-11-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,22,0,6,5,-2,19,5100,0,5100
24-11-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,19,0,7,9,4,25,5950,0,5950
25-11-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,25,0,25,9,-3,6,21250,0,21250
26-11-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,6,0,5,3,-1,3,4250,0,4250
27-11-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,3,0,1,8,1,11,850,0,850
28-11-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,11,63,40,6,0,40,34000,22050,11950
29-11-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,40,0,0,0,0,40,0,0,0
30-11-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,40,0,10,0,-2,28,8500,0,8500
01-12-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,28,0,27,8,-4,5,22950,0,22950
02-12-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,5,0,3,9,2,13,2550,0,2550
03-12-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,13,0,2,6,2,19,1700,0,1700
04-12-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,19,0,0,9,-4,24,0,0,0
05-12-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,24,0,3,9,1,31,2550,0,2550
06-12-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,31,0,0,0,0,31,0,0,0
07-12-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,31,33,23,0,4,45,19550,11550,8000
08-12-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,45,0,39,5,-4,7,33150,0,33150
09-12-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,7,0,1,3,3,12,850,0,850
10-12-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,12,0,9,1,2,6,7650,0,7650
11-12-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,6,0,6,2,-3,0,5100,0,5100
12-12-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,0,0,0,2,1,3,0,0,0
13-12-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,3,0,0,0,0,3,0,0,0
14-12-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,3,0,3,7,-4,3,2550,0,2550
15-12-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,3,0,2,0,3,4,1700,0,1700
16-12-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,4,24,15,5,-1,17,12750,8400,4350
17-12-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,17,0,4,2,3,18,3400,0,3400
18-12-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,18,0,6,7,-2,17,5100,0,5100
19-12-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,17,0,4,3,1,17,3400,0,3400
20-12-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,17,0,0,0,0,17,0,0,0
21-12-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,17,0,4,4,-5,12,3400,0,3400
22-12-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,12,0,3,6,-2,13,2550,0,2550
23-12-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,13,0,0,0,-4,9,0,0,0
24-12-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,9,0,1,1,3,12,850,0,850
25-12-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,12,0,0,0,0,12,0,0,0
26-12-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,12,0,0,0,0,12,0,0,0
27-12-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,12,0,0,0,0,12,0,0,0
28-12-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,12,99,89,5,4,31,75650,34650,41000
29-12-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,31,0,5,2,-1,27,4250,0,4250
30-12-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,27,0,0,0,0,27,0,0,0
31-12-2024,Fold / Flip Sheet 4 in 1 2/ 3 / 4 / 5,Hardware,27,0,5,3,2,27,4250,0,4250
01-12-2023,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,195,0,0,0,0,195,0,0,0
02-12-2023,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,195,0,115,4,-1,83,74750,0,74750
03-12-2023,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,83,0,30,7,1,61,19500,0,19500
04-12-2023,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,61,88,116,3,3,39,75400,34320,41080
05-12-2023,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,39,0,0,0,0,39,0,0,0
06-12-2023,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,39,0,8,1,1,33,5200,0,5200
07-12-2023,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,33,0,17,7,1,24,11050,0,11050
08-12-2023,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,24,0,0,0,0,24,0,0,0
09-12-2023,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,24,0,0,0,0,24,0,0,0
10-12-2023,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,24,0,0,4,1,29,0,0,0
11-12-2023,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,29,0,26,6,-1,8,16900,0,16900
12-12-2023,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,8,23,22,4,0,13,14300,8970,5330
13-12-2023,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,13,0,4,7,3,19,2600,0,2600
14-12-2023,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,19,0,7,4,1,17,4550,0,4550
15-12-2023,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,17,0,0,0,0,17,0,0,0
16-12-2023,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,17,0,16,3,3,7,10400,0,10400
17-12-2023,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,7,0,1,3,-5,4,650,0,650
18-12-2023,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,4,0,3,9,-1,9,1950,0,1950
19-12-2023,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,9,0,2,4,1,12,1300,0,1300
20-12-2023,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,12,0,0,0,0,12,0,0,0
21-12-2023,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,12,0,0,2,2,16,0,0,0
22-12-2023,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,16,0,0,0,0,16,0,0,0
23-12-2023,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,16,66,37,5,-4,46,24050,25740,-1690
24-12-2023,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,46,0,11,9,1,45,7150,0,7150
25-12-2023,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,45,0,28,9,-5,21,18200,0,18200
26-12-2023,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,21,0,14,1,4,12,9100,0,9100
27-12-2023,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,12,0,11,6,2,9,7150,0,7150
28-12-2023,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,9,0,2,4,2,13,1300,0,1300
29-12-2023,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,13,0,0,0,0,13,0,0,0
30-12-2023,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,13,0,2,9,-5,15,1300,0,1300
31-12-2023,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,15,39,46,7,-2,13,29900,15210,14690
01-01-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,13,0,0,0,0,13,0,0,0
02-01-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,13,0,10,5,2,10,6500,0,6500
03-01-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,10,0,10,6,-1,5,6500,0,6500
04-01-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,5,0,5,1,1,2,3250,0,3250
05-01-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,2,0,0,0,0,2,0,0,0
06-01-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,2,0,0,2,-1,3,0,0,0
07-01-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,3,0,0,6,-2,7,0,0,0
08-01-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,7,0,7,6,-4,2,4550,0,4550
09-01-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,2,24,13,1,0,14,8450,9360,-910
10-01-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,14,0,2,5,-2,15,1300,0,1300
11-01-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,15,0,10,4,-3,6,6500,0,6500
12-01-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,6,0,0,0,0,6,0,0,0
